province,municipality,id,primary,secondary,lat,lng,precise,contact
Quezon,Burdeos,"Burdeos, Quezon",COMELEC Office Burdeos,"OEO, GROUND FLR., MUN. HALL BLDG., POB., BURDEOS",14.842338,121.9689588,TRUE,
Quezon,Calauag,"Calauag, Quezon",COMELEC Office Calauag,"OEO, 2ND FLR., MUN. HALL BLDG., BRGY. POB. 3, CALAUAG",13.9572058,122.287787,TRUE,(042) 3017498
Quezon,Candelaria,"Candelaria, Quezon",COMELEC Office Candelaria,"OEO, GROUND FLR., MUN. HALL BLDG., BRGY. POB., CANDELARIA",13.9334749,121.4224934,TRUE,(042) 5855200
Quezon,Catanauan,"Catanauan, Quezon",COMELEC Office Catanauan,"OEO, OEO BONKAN ST., (INFRONT OF CATHEDRAL CHURCH)BRGY. 5, CATANAUAN, QUEZON",13.5929805,122.3223125,FALSE,(042) 3158357/0921 541 2796
Quezon,Dolores,"Dolores, Quezon",COMELEC Office Dolores,"OEO, MUN. HALL BLDG., BRGY. BULAKIN 2, DOLORES",14.0157205,121.4011158,TRUE,(042) 5656785
Quezon,General Luna,"General Luna, Quezon",COMELEC Office General Luna,"OEO, GROUND FLR. MUNCIPAL BLDG. BRGY. 7, GEN.LUNA QUEZON",13.688262,122.1711441,FALSE,
Quezon,General Nakar,"General Nakar, Quezon",COMELEC Office General Nakar,"OEO, GROUND FLR.,OLD MUNICIPAL BUILDING,BRGY. ANOLING, GEN. NAKAR,QUEZON",14.7636785,121.6352959,TRUE,
Quezon,Guinayangan,"Guinayangan, Quezon",COMELEC Office Guinayangan,"OEO, GROUND FLR. MUNICIPAL COMPOUND NEAR MUNICIPAL COVERED COURT,BRGY. POBLACION, GUINYANGAN,QUEZON",13.8963821,122.4521906,TRUE,
Quezon,Gumaca,"Gumaca, Quezon",COMELEC Office Gumaca,"OEO, GROUND FLR. MUNICIPAL BLDG. BRGY. PIPISIK, GUMACA, QUEZON",13.9215088,122.1015591,TRUE,(042) 4211629/(042) 317 8002
Quezon,Infanta,"Infanta, Quezon",COMELEC Office Infanta,"OEO, 2ND FLR., MUN. HALL BLDG., POB. 38, INFANTA",14.7469297,121.6495987,TRUE,
Quezon,Jomalig,"Jomalig, Quezon",COMELEC Office Jomalig,"OEO, MUN. BUILDING, BRGY. TALISOY, JOMALIG",14.6958792,122.3306656,TRUE,
Quezon,Lopez,"Lopez, Quezon",COMELEC Office Lopez,"OEO, MEZZADINE MUN. BLDG., MAHARLIKA HIGHWAY, POB., LOPEZ",13.8825115,122.2611114,TRUE,
Quezon,Lucban,"Lucban, Quezon",COMELEC Office Lucban,"OEO, GRND FLR., MUN. HALL, BRGY. POB. 8, LUCBAN",14.114401,121.55486,TRUE,(042) 5404354
Quezon,Lucena City,"Lucena City, Quezon",COMELEC Office Lucena City,"OEO, GROUND FLR., CITY HALL ANNEX BLDG. BRGY. ISABANG, LUCENA CITY",13.9260427,121.6141793,TRUE,(042) 7104024
Quezon,Macalelon,"Macalelon, Quezon",COMELEC Office Macalelon,"OEO, GROUND FLR. MUNICIPAL BLDG. BRGY. RODRIQUEZ, MACALELON",13.7476253,122.1404468,TRUE,
Quezon,Mauban,"Mauban, Quezon",COMELEC Office Mauban,"OEO, GRND FLR., MUN. BLDG., BRGY. RIZALINA POB., MAUBAN",14.1900544,121.7314732,TRUE,
Quezon,Mulanay,"Mulanay, Quezon",COMELEC Office Mulanay,"OEO, MUN. CMPD., POB. 1, MULANAY",13.5231551,122.4043437,TRUE,
Quezon,Padre Burgos,"Padre Burgos, Quezon",COMELEC Office Padre Burgos,"OEO, GROUND FLR.,MUNICIPAL BLDG. (NEAR POLICE STATION) BRGY. BURGOS,PADRE BURGOS,QUEZON)",13.915937,121.8149517,TRUE,
Quezon,Pagbilao,"Pagbilao, Quezon",COMELEC Office Pagbilao,"OEO, MUN. BLDG., BRGY. STA. CATALINA, POB., PAGBILAO",13.9716659,121.6865433,TRUE,
Quezon,Panukulan,"Panukulan, Quezon",COMELEC Office Panukulan,"OEO, 3RD FLR. MDRRMC BLDG. BESIDE MUNICIPAL HALL, BRGY. SAN JUAN (POB.)",14.9337995,121.815067,TRUE,
Quezon,Patnanungan,"Patnanungan, Quezon",COMELEC Office Patnanungan,"OEO, GRND FLR., MUN. HALL BLDG., POBLACION, PATNANUNGAN",14.7552037,122.2175568,TRUE,
Quezon,Perez,"Perez, Quezon",COMELEC Office Perez,"OEO, 2ND FLR., MUN. HALL BLDG., BRGY. BAGONG PAGASA, PEREZ",14.1935057,121.9243637,TRUE,
Quezon,Pitogo,"Pitogo, Quezon",COMELEC Office Pitogo,"OEO, 2ND FLR., MUN. BLDG., BRGY. MAALIW, PITOGO",13.7822744,122.088311,TRUE,3188579 / (042)3188585
Quezon,Plaridel,"Plaridel, Quezon",COMELEC Office Plaridel,"OEO, GROUND FLR,EVACUATION BLDG. POBLACION, POLILLO, QUEZON",13.9567198,122.0157499,FALSE,(042) 3028771/0998 534 3009
Quezon,Polillo,"Polillo, Quezon",COMELEC Office Polillo,"OEO, MUN. HALL BLDG., MABINI ST., POB., POLILLO",14.7144608,121.9380942,TRUE,
Quezon,Quezon,"Quezon, Quezon",COMELEC Office Quezon,"OEO, 2ND FLR. LGU BLDG. BRGY. 4U, CAMACHO ST., QUEZON",14.0079425,122.1824925,FALSE,
Quezon,Real,"Real, Quezon",COMELEC Office Real,"OEO, MUN. HALL BLDG., POB. 1, REAL",14.6652194,121.6036941,TRUE,
Quezon,Sampaloc,"Sampaloc, Quezon",COMELEC Office Sampaloc,"OEO, MUN. HALL BLDG., BRGY. SAN ROQUE, SAMPALOC",14.1610171,121.6382843,TRUE,
Quezon,San Andres,"San Andres, Quezon",COMELEC Office San Andres,"OEO, GROUND FLR. INFRONT OF OLD MUNICIPAL HALL, BRGY. POBLACION, SAN ANDRES, QUEZON",13.3235043,122.6774476,TRUE,
Quezon,San Antonio,"San Antonio, Quezon",COMELEC Office San Antonio,"GRND FLR., MUN. BLDG., POB., SAN ANTONIO",13.8957612,121.2932802,TRUE,(042) 6521548
Quezon,San Francisco,"San Francisco, Quezon",COMELEC Office San Francisco,"OEO, GROUND FLR., MUN. HALL BLDG., POB., SAN FRANCISCO",13.3469108,122.5200663,TRUE,
Quezon,San Narciso,"San Narciso, Quezon",COMELEC Office San Narciso,"OEO, MUN. BLDG., BRGY. PAGKAKAISA, SAN NARCISO",13.5656208,122.566514,TRUE,
Quezon,Sariaya,"Sariaya, Quezon",COMELEC Office Sariaya,"OEO, 2ND FLOOR, MUN. HALL BLDG., POB. 5, SARIAYA",13.9629837,121.5243402,TRUE,(042) 6511493
Quezon,Tagkawayan,"Tagkawayan, Quezon",COMELEC Office Tagkawayan,"OEO, GROUND FLR. HALFWAY HOME AND TRAINING CENTER FOR WOMEN, MUNICIPAL COMPUND, TAGKAWAYAN,QUEZON",13.9656058,122.5392058,TRUE,(042) 3048480
Quezon,Tayabas City,"Tayabas City, Quezon",COMELEC Office Tayabas City,"OEO, MUN. HALL BLDG., TAYABAS",14.0263471,121.5918364,TRUE,(042) 7102251
Quezon,Tiaong,"Tiaong, Quezon",COMELEC Office Tiaong,"OEO, MUN. HALL BLDG., POB. 3, TIAONG",13.9593706,121.3228608,TRUE,(042) 6521899
Quezon,Unisan,"Unisan, Quezon",COMELEC Office Unisan,"OEO, GROUND FLR., MUNICIPAL BLDG.. UNISAN",13.8393046,121.9763634,TRUE,
Quirino,CABARROGUIS,"CABARROGUIS, Quirino",COMELEC Office CABARROGUIS,"2nd Floor Municipal Gymnasium Zamora Cabarroguis,Quirino",16.5112794,121.523392,TRUE,9367116051
Quirino,DIFFUN,"DIFFUN, Quirino",COMELEC Office DIFFUN,"Ground floor,Municipal Hall,Diffun,Quirino",16.5930703,121.5030014,TRUE,9958702236
Quirino,MADDELA,"MADDELA, Quirino",COMELEC Office MADDELA,"Municipal Hall Bldg.,Poblacion Norte,Maddela,Quirino",16.3427079,121.672725,TRUE,9163221472
Quirino,NAGTIPUNAN,"NAGTIPUNAN, Quirino",COMELEC Office NAGTIPUNAN,"Ground Floor,Nagtipunan Municipal Building ,Nagtipunan Quirino",16.2160188,121.6039061,TRUE,9213870822
Quirino,SAGUDAY,"SAGUDAY, Quirino",COMELEC Office SAGUDAY,"ABC Bldg.,Municipal Hall Compound,Rizal,Saguday,Quirino",16.5419085,121.5627424,TRUE,9778264369
Rizal,Angono,"Angono, Rizal",COMELEC Office Angono,"OEO, Mun. Hall M. L. Quezon Ave. San Isidro, Agono",14.52623572,121.1526365,TRUE,8451-0480
Rizal,Antipolo City,"Antipolo City, Rizal",COMELEC Office Antipolo City,"City Hall Bldg., M. Santos St. Former Post Office, Antipolo City",14.58613597,121.1759415,TRUE,664-1073/ (02)689-4568
Rizal,Baras,"Baras, Rizal",COMELEC Office Baras,"OEO, Mun. Cmpd., Baras",14.5239549,121.2610752,TRUE,653-2783
Rizal,Binangonan,"Binangonan, Rizal",COMELEC Office Binangonan,"2nd Flr., Municipal Hall Bldg. Manila East Rd. Brgy. Calumpang, Binangonan",14.48177457,121.1881682,TRUE,8652-6467 loc. 238
Rizal,Cainta,"Cainta, Rizal",COMELEC Office Cainta,"Ground Flr.,GSO Bldg., Mun. Cmpd, Cainta",14.58019003,121.1146525,TRUE,696-1489
Rizal,Cardona,"Cardona, Rizal",COMELEC Office Cardona,"OEO, Ground Flr., Mun. Bldg., Cardona",14.4849864,121.230771,TRUE,695-1920/ 0915 316 4723
Rizal,Jala-Jala,"Jala-Jala, Rizal",COMELEC Office Jala-Jala,"OEO, Mun. Bldg., Jala-Jala",14.358115,121.3267924,TRUE,401-4879
Rizal,Morong,"Morong, Rizal",COMELEC Office Morong,"OEO, 2nd Flr, Mun. Bldg., Morong",14.50545127,121.2357153,TRUE,695-1922/285375000
Rizal,Pililla,"Pililla, Rizal",COMELEC Office Pililla,"OEO, Mun. Bldg., Bagumbayan, Pililla",14.4768359,121.3148566,TRUE,0917-5096868
Rizal,Rodriguez,"Rodriguez, Rizal",COMELEC Office Rodriguez,"OEO, Mun. Bldg.,Ground Floor, J.P. Rizal St., Balite, Rodriguez",14.73242108,121.1454787,TRUE,9212444373
Rizal,San Mateo,"San Mateo, Rizal",COMELEC Office San Mateo,"OEO, Mun. Bldg., San Mateo",14.69511299,121.1178791,TRUE,706-7924
Rizal,Tanay,"Tanay, Rizal",COMELEC Office Tanay,"M.H. Del Pilar North Wing Brgy. Plaza Aldea, Tanay",14.5002953,121.2834338,FALSE,656-9747/286569747
Rizal,Taytay,"Taytay, Rizal",COMELEC Office Taytay,"OEO, New Mun. Bldg., Grnd. Flr., Don Hilario Ave., Manila East Road, Taytay",14.55243624,121.1306179,TRUE,284-4719
Rizal,Teresa,"Teresa, Rizal",COMELEC Office Teresa,"OEO, 2nd Flr., Mun. Bldg., Teresa",14.55848402,121.2078948,TRUE,672-2807
Romblon,ALCANTARA,"ALCANTARA, Romblon",COMELEC Office ALCANTARA,"GRND FLR. MUN. HALL, ALCANTARA",12.258929,122.053496,TRUE,
Romblon,BANTON,"BANTON, Romblon",COMELEC Office BANTON,"SECOND FLR.,MUN. HALL,BANTON",12.9471981,122.0956068,TRUE,
Romblon,CAJIDIOCAN,"CAJIDIOCAN, Romblon",COMELEC Office CAJIDIOCAN,"MUNICIPAL HALL,POB. CAJIDIOCAN",12.3693495,122.6862296,TRUE,
Romblon,CALATRAVA,"CALATRAVA, Romblon",COMELEC Office CALATRAVA,"MUNICIPAL HALL,POB.CALATRAVA",12.6194021,122.070392,TRUE,
Romblon,CONCEPCION,"CONCEPCION, Romblon",COMELEC Office CONCEPCION,"MUNICIPAL HALL,POB.CONCEPCION",12.9146531,121.7201189,TRUE,
Romblon,CORCUERA,"CORCUERA, Romblon",COMELEC Office CORCUERA,"MUNICIPAL HALL,POB. CORCUERA",12.7840784,122.0474912,TRUE,
Romblon,FERROL,"FERROL, Romblon",COMELEC Office FERROL,"GRND FLR. MUN.HALL,FERROL",12.3374838,121.9396357,TRUE,
Romblon,LOOC,"LOOC, Romblon",COMELEC Office LOOC,"SECOND FLR.MUN. HALL,LOOC",12.2601822,121.9915608,TRUE,
Romblon,MAGDIWANG,"MAGDIWANG, Romblon",COMELEC Office MAGDIWANG,GRND. FLR. MUN. BLDG. MAGDIWANG,12.4909722,122.5109265,TRUE,
Romblon,ODIONGAN,"ODIONGAN, Romblon",COMELEC Office ODIONGAN,"GRND FLR. MUN. HALL,ODIONGAN",12.3999329,121.9818506,TRUE,
Romblon,ROMBLON,"ROMBLON, Romblon",COMELEC Office ROMBLON,"SECOND FLR.,MUN.HALL,ROMBLON",12.5774153,122.2690875,TRUE,
Romblon,SAN AGUSTIN,"SAN AGUSTIN, Romblon",COMELEC Office SAN AGUSTIN,"GRND FLR. MUN. BLDG., SAN AGUSTIN",12.5682679,122.1339744,TRUE,
Romblon,SAN ANDRES,"SAN ANDRES, Romblon",COMELEC Office SAN ANDRES,"GRND FLR. MUN. HALL,SAN ANDRES",12.5203006,122.0116874,TRUE,
Romblon,SAN FERNANDO,"SAN FERNANDO, Romblon",COMELEC Office SAN FERNANDO,"SECOND FLR.,MUN.HALL,SANFERNANDO",12.304719,122.5992023,TRUE,
Romblon,SAN JOSE,"SAN JOSE, Romblon",COMELEC Office SAN JOSE,"SECOND FLR.,MUN. HALL,SAN JOSE",12.0612933,121.9565754,TRUE,
Romblon,SANTA FE,"SANTA FE, Romblon",COMELEC Office SANTA FE,"GRND FLR. MUN. HALL,STA. FE",12.1543399,121.9952769,TRUE,
Romblon,SANTA MARIA,"SANTA MARIA, Romblon",COMELEC Office SANTA MARIA,"GRND FLR. MUN. BLDG.,STA. MARIA",12.3938691,122.0938578,TRUE,
Samar,ALMAGRO,"ALMAGRO, Samar",COMELEC Office ALMAGRO,"2nd Floor, Mun. Bldg., Almagro, Samar",11.9121303,124.2861717,TRUE,9177100565
Samar,BASEY,"BASEY, Samar",COMELEC Office BASEY,"Ground Floor Executive Building Municipal Grounds, Basey, Samar",11.2802223,125.0691282,TRUE,9069426287
Samar,CALBAYOG CITY,"CALBAYOG CITY, Samar",COMELEC Office CALBAYOG CITY,"JD Avelino St. City Hall Compound, Calbayog City",12.0669758,124.5946412,TRUE,2019 1984
Samar,CALBIGA,"CALBIGA, Samar",COMELEC Office CALBIGA,"Brgy. 1 Poblacion Calbiga, Samar",11.6274469,125.0170454,FALSE,9173061745
Samar,CATBALOGAN CITY,"CATBALOGAN CITY, Samar",COMELEC Office CATBALOGAN CITY,"3rd Floor, City Hall Building, Catbalogan City, Samar",11.7753199,124.8829549,TRUE,(055) 5439083
Samar,DARAM,"DARAM, Samar",COMELEC Office DARAM,"Pob. 1, Daram, Samar",11.6349892,124.7957703,FALSE,9216494629
Samar,GANDARA,"GANDARA, Samar",COMELEC Office GANDARA,"Mun. Bldg., Brgy. Dumaloong, Gandara, Samar",12.0132823,124.811448,TRUE,9177033072
Samar,HINABANGAN,"HINABANGAN, Samar",COMELEC Office HINABANGAN,"2nd floor, Mun. Bldg., Brgy. Rawis Hinabangan, Samar",11.7015287,125.0657794,TRUE,9667365119
Samar,JIABONG,"JIABONG, Samar",COMELEC Office JIABONG,"Brgy. Masagana, Jiabong, Samar",11.7628314,124.9501866,FALSE,9154234080
Samar,MARABUT,"MARABUT, Samar",COMELEC Office MARABUT,"Barangay Amantillo, Marabut New Municipal Building, Marabut, Samar",11.1075864,125.2125372,TRUE,9610836652
Samar,MATUGUINAO,"MATUGUINAO, Samar",COMELEC Office MATUGUINAO,Brgy. Maduroto Matuguinao Samar,12.1443485,124.8852275,FALSE,9162365189
Samar,MOTIONG,"MOTIONG, Samar",COMELEC Office MOTIONG,Government Offices MultiPurpose Building,11.7782064,124.9986798,FALSE,0997 367 7667
Samar,PAGSANGHAN,"PAGSANGHAN, Samar",COMELEC Office PAGSANGHAN,"Municipal Town Hall, Barangay Libertad, Pagsanghan, Samar",11.9653658,124.7212558,TRUE,09055396754; 09773462862
Samar,PARANAS,"PARANAS, Samar",COMELEC Office PARANAS,"Former PNP Building, Brgy. Zone 4, Paranas, Samar",11.7715999,125.0225792,FALSE,9199936030
Samar,PINABACDAO,"PINABACDAO, Samar",COMELEC Office PINABACDAO,"Office of the Election Officer, Comelec, ABC Building, Brgy. 1 Pob., Pinabacdao, Samar",11.6134513,124.9836777,FALSE,9292043998
Samar,SAN JORGE,"SAN JORGE, Samar",COMELEC Office SAN JORGE,"Mun. Bldg., Poblacion I, San Jorge, Samar",11.9789352,124.8248769,TRUE,9982529206
Samar,SAN JOSE DE BUAN,"SAN JOSE DE BUAN, Samar",COMELEC Office SAN JOSE DE BUAN,"Ground floor, Mun. Bldg.,Brgy. 4, SJDB, Samar",12.0529566,125.0254897,TRUE,9957781113
Samar,SAN SEBASTIAN,"SAN SEBASTIAN, Samar",COMELEC Office SAN SEBASTIAN,"Brgy 3 pob. San sebastian, samar",11.710908,125.0176035,FALSE,9176593006
Samar,Santa Margarita,"Santa Margarita, Samar",COMELEC Office Santa Margarita,"Brgy. Monbon, Municipal Ground, Sta. Margarita, Samar",12.0379945,124.6577853,TRUE,9174552564
Samar,Santa Rita,"Santa Rita, Samar",COMELEC Office Santa Rita,"2nd Floor, Municipal Bldg., LGU Sta. Rita, Brgy. Santan, Sta. Rita, Samar",11.4513506,124.9408762,TRUE,9164962489
Samar,Santo Nino,"Santo Nino, Samar",COMELEC Office Santo Nino,"Municipal Building, Barangay Basud, sto.nino, samar",11.926202,124.4484215,TRUE,9668403552
Samar,TAGAPUL AN,"TAGAPUL AN, Samar",COMELEC Office TAGAPUL AN,"Brgy Sugod Tagapulan, Samar",12.0476212,124.158721,FALSE,9177083435
Samar,TALALORA,"TALALORA, Samar",COMELEC Office TALALORA,"Municipal Building, Santiago Street, Barangay Poblacion 1, Talalora, Samar",11.5309574,124.835473,TRUE,9267538554
Samar,TARANGNAN,"TARANGNAN, Samar",COMELEC Office TARANGNAN,"Poblacion C, Tarangnan, Samar",11.9027186,124.747471,FALSE,9954103047
Samar,VILLAREAL,"VILLAREAL, Samar",COMELEC Office VILLAREAL,"Office of the Election Officer Commission On Elections, Municipal Bldg., Villareal, Samar",11.5675325,124.9281544,TRUE,9171320789
Samar,ZUMARRAGA,"ZUMARRAGA, Samar",COMELEC Office ZUMARRAGA,"Office of the Election Officer, Ground Floor, Legislative Bldg., Poblacion 1, Zumarraga, Samar",11.6390554,124.8415308,FALSE,"09162317443, 09262832311"
Sarangani,ALABEL,"ALABEL, Sarangani",COMELEC Office ALABEL,"Municipal Gymnasium, Poblacion, Alabel, Sarangani",6.1027828,125.2920305,TRUE,9994626277
Sarangani,GLAN,"GLAN, Sarangani",COMELEC Office GLAN,"OEO Municipal Compound, Poblacion, Glan, Saranganni Province",5.8225657,125.2047332,TRUE,0946 8001898
Sarangani,KIAMBA,"KIAMBA, Sarangani",COMELEC Office KIAMBA,"OEO, Poblacion, Kiamba, Sar. Prov.",5.9879555,124.6241575,FALSE,9085589316
Sarangani,MAASIM,"MAASIM, Sarangani",COMELEC Office MAASIM,"Office of the Election Officer, Maasim Municipal Compound, Maasim, Sarangani Province",5.8610055,124.9967013,TRUE,9062500721
Sarangani,MAITUM,"MAITUM, Sarangani",COMELEC Office MAITUM,"Malalag(Poblacion), Maitum",6.0613454,124.4957369,FALSE,9176176494
Sarangani,MALAPATAN,"MALAPATAN, Sarangani",COMELEC Office MALAPATAN,"Municipal Hall Complex, LGU, Poblacion, Malapatan, Sarangani",5.9707512,125.2882717,TRUE,9176344671
Sarangani,MALUNGON,"MALUNGON, Sarangani",COMELEC Office MALUNGON,"OEO Poblacion, Malungon, Saranganni Province",6.375677,125.2680723,FALSE,9177947117
Siquijor,Enrique Villanueva,"Enrique Villanueva, Siquijor",COMELEC Office Enrique Villanueva,"ENRIQUE VILLANUEVA MULTI PURPOSE HALL, POBLACION, ENRIQUE VILLANUEVA, SIQUIJOR",9.2762125,123.6471289,FALSE,9175641713
Siquijor,Larena,"Larena, Siquijor",COMELEC Office Larena,"QUEENGATE CENTER, POBLACION, LARENA, SIQUIJOR",9.2488946,123.5910019,FALSE,9276108231
Siquijor,Lazi,"Lazi, Siquijor",COMELEC Office Lazi,"TIGBAWAN, LAZI, SIQUIJOR",9.1280148,123.6336584,FALSE,9175019034
Siquijor,Maria,"Maria, Siquijor",COMELEC Office Maria,"MANPOWER CENTER, POBLACION, MARIA, SIQUIJOR",9.1962369,123.6551893,FALSE,9777285574
Siquijor,San Juan,"San Juan, Siquijor",COMELEC Office San Juan,"POBLACION, SAN JUAN, SIQUIJOR",9.1586396,123.4936927,FALSE,9151430825
Siquijor,Siquijor,"Siquijor, Siquijor",COMELEC Office Siquijor,"POBLACION, SIQUIJOR, SIQUIJOR",9.2155864,123.5138212,FALSE,9750175675
Sorsogon,BARCELONA,"BARCELONA, Sorsogon",COMELEC Office BARCELONA,"Municipal Building, Poblacion Sur, Barcelona, Sorsogon",12.8682088,124.1418908,TRUE,None
Sorsogon,BULAN,"BULAN, Sorsogon",COMELEC Office BULAN,"New Municipal Building. B. S. Aquino, Bulan, Sorsogon",12.6689078,123.8769586,TRUE,9178973913
Sorsogon,BULUSAN,"BULUSAN, Sorsogon",COMELEC Office BULUSAN,"2nd Floor Bulusan Public Market, Central, Bulusan, Sorsogon",12.7517375,124.1352434,FALSE,9195779276
Sorsogon,CASIGURAN,"CASIGURAN, Sorsogon",COMELEC Office CASIGURAN,"Ground Floor, Municipal Building, BRGY. Central, Casiguran, Sorsogon",12.8719998,124.0067371,TRUE,9638445365
Sorsogon,CASTILLA,"CASTILLA, Sorsogon",COMELEC Office CASTILLA,"MARKET SITE, CUMADCAD, CASTILLA, SORSOGON",12.9539515,123.8751711,FALSE,9070224514
Sorsogon,DONSOL,"DONSOL, Sorsogon",COMELEC Office DONSOL,"Municipal Compound Awai, Donsol, Sorsogon",12.9077161,123.5986056,TRUE,9518546673
Sorsogon,GUBAT,"GUBAT, Sorsogon",COMELEC Office GUBAT,"2nd floor, Old Supermarket Building, Barangay Luna Candol, Gubat, Sorsogon",12.9182831,124.1225579,FALSE,09288506783  Smart 09271246500  Globe
Sorsogon,IROSIN,"IROSIN, Sorsogon",COMELEC Office IROSIN,"OEO IROSIN, SORSOGON",12.7038417,124.0320966,FALSE,9999929138
Sorsogon,JUBAN,"JUBAN, Sorsogon",COMELEC Office JUBAN,"OEO JUBAN, 2ND FLOOR TESDA BLDG.,MUNICIPAL COMPOUND, NORTH POBLACION, JUBAN, SORSOGON",12.8476036,123.989512,TRUE,9205001046
Sorsogon,MAGALLANES,"MAGALLANES, Sorsogon",COMELEC Office MAGALLANES,"G/F, MultiPurpose Bldg. , LGU Compound, Magallanes, Sorsogon",12.828538,123.8344127,FALSE,09287816154 09176172553
Sorsogon,MATNOG,"MATNOG, Sorsogon",COMELEC Office MATNOG,"Office of the Election Officer, Brgy. Camcaman, Matnog, Sorsogon, 4708",12.5854588,124.0847727,FALSE,None
Sorsogon,PILAR,"PILAR, Sorsogon",COMELEC Office PILAR,"MUNICIPAL COMPOUND, BRGY. BANUYO (POB.), PILAR, SORSOGON",12.9235719,123.675399,TRUE,9473315335
Sorsogon,PRIETO DIAZ,"PRIETO DIAZ, Sorsogon",COMELEC Office PRIETO DIAZ,"Municipal Compound, Brgy. Perlas, Prieto Diaz, Sorsogon",13.0406712,124.1932591,TRUE,09286537021/ 09183460157
Sorsogon,SANTA MAGDALENA,"SANTA MAGDALENA, Sorsogon",COMELEC Office SANTA MAGDALENA,"Old Municipal Compound, Brgy. Poblacion 3, Sta. Magdalena, Sorsogon",12.6463261,124.1079114,TRUE,9204181814
Sorsogon,SORSOGON CITY,"SORSOGON CITY, Sorsogon",COMELEC Office SORSOGON CITY,"Burgos St. Brgy. Talisay, Old Municipal Building, Sorsogon City, Sorsogon 4700",12.9707848,124.0052543,TRUE,9512120587
South Cotabato,Banga,"Banga, South Cotabato",COMELEC Office Banga,"Municipal Hall Comp., Banga, South Cotabato",6.4286175,124.7708465,TRUE,832391632
South Cotabato,General Santos City,"General Santos City, South Cotabato",COMELEC Office General Santos City,"3rd Floor, Dadiangas West Barangay Hall, Pendatun Avenue, General Santos City",6.112331,125.1717145,FALSE,(083)5529259
South Cotabato,Koronadal City,"Koronadal City, South Cotabato",COMELEC Office Koronadal City,"Old City Hall Bldg., General Santos Drive, Koronadal City",6.5004067,124.8435427,TRUE,832283216
South Cotabato,Lake Sebu,"Lake Sebu, South Cotabato",COMELEC Office Lake Sebu,"Municipal Hall Comp., Lake Sebu, South Cotabato",6.2259996,124.7115688,TRUE,none
South Cotabato,Norala,"Norala, South Cotabato",COMELEC Office Norala,"Municipal Hall Comp., Norala, South Cotabato",6.5212891,124.6604473,TRUE,832341120
South Cotabato,Polomolok,"Polomolok, South Cotabato",COMELEC Office Polomolok,"Municipal Hall Comp., Polomolok, South Cotabato",6.2142699,125.0644033,TRUE,(083)500 9093
South Cotabato,Santo Nino,"Santo Nino, South Cotabato",COMELEC Office Santo Nino,"Municipal Hall Comp., Santo Nino, South Cotabato",6.427948,124.680538,TRUE,832351039
South Cotabato,Surallah,"Surallah, South Cotabato",COMELEC Office Surallah,"Municipal Hall Comp., Surallah, South Cotabato",6.3756107,124.7472504,TRUE,832383290
South Cotabato,Tampakan,"Tampakan, South Cotabato",COMELEC Office Tampakan,"Municipal Hall Comp., Tampakan, South Cotabato",6.4437607,124.9269132,TRUE,832271085
South Cotabato,Tantangan,"Tantangan, South Cotabato",COMELEC Office Tantangan,"Municipal Hall Comp., Tantangan, South Cotabato",6.614726,124.749615,TRUE,832291194
South Cotabato,TBoli,"TBoli, South Cotabato",COMELEC Office TBoli,"Municipal Hall Comp., T'boli, South Cotabato",6.2138317,124.8229251,TRUE,none
South Cotabato,Tupi,"Tupi, South Cotabato",COMELEC Office Tupi,"Municipal Hall Comp., Tupi, South Cotabato",6.3313349,124.9511647,TRUE,832261016
Southern Leyte,Anahawan,"Anahawan, Southern Leyte",COMELEC Office Anahawan,"Municipal Gymnasium, Poblacion, Anahawan, Southern Leyte 6610",10.2739877,125.2572168,TRUE,9653343917
Southern Leyte,Bontoc,"Bontoc, Southern Leyte",COMELEC Office Bontoc,"Municipal Bldg., Real St., Poblacion, Bontoc, Southern Leyte 6604",10.3559982,124.9693013,TRUE,9177910537
Southern Leyte,Hinunangan,"Hinunangan, Southern Leyte",COMELEC Office Hinunangan,"Terminal Area, Labrador, Hinunangan, Southern Leyte 6608",10.3940404,125.2001942,FALSE,"09338518944, 09275054330"
Southern Leyte,Hinundayan,"Hinundayan, Southern Leyte",COMELEC Office Hinundayan,"2/F, Annex Municipal Bldg., District II, Hinundayan, Southern Leyte 6609",10.3513466,125.2529731,TRUE,9066735124
Southern Leyte,Libagon,"Libagon, Southern Leyte",COMELEC Office Libagon,"LGU Centennial Bldg., Brgy. Jubas, Libagon, Southern Leyte 6615",10.296427,125.051075,FALSE,9054715636
Southern Leyte,Liloan,"Liloan, Southern Leyte",COMELEC Office Liloan,"Municipal Building II, Mabini Street, Poblacion, Liloan, Southern Leyte 6612",10.1581869,125.1253149,TRUE,9178781720
Southern Leyte,Limasawa,"Limasawa, Southern Leyte",COMELEC Office Limasawa,"Municipal Bldg., Real Street, Cabulihan, Limasawa, So. Leyte 6618",9.9251181,125.0740924,TRUE,9173233751
Southern Leyte,Maasin City,"Maasin City, Southern Leyte",COMELEC Office Maasin City,"Enage Street, Brgy. Tungatunga, Maasin City, Southern, Leyte 6600",10.1325061,124.8385147,FALSE,09156971548 / (053)5708985
Southern Leyte,Macrohon,"Macrohon, Southern Leyte",COMELEC Office Macrohon,"Municipal Annex Bldg., Poblacion, Macrohon, Southern Leyte 6601",10.0766352,124.9401658,TRUE,9556057812
